dapr	1.18.4-rc.3	https://dapr.github.io/helm-charts/	10
emissary-ingress	8.12.2	https://getambassador.io/	10
hostpath-provisioner	0.2.13	https://charts.rimusz.net	10
imgproxy	1.1.0	https://helm.imgproxy.net/	10
pxc-db	1.20.0	https://percona.github.io/percona-helm-charts	10
redash	4.2.0	https://getredash.github.io/contrib-helm-chart/	10
synapse	0.40.0	https://halkeye.github.io/helm-charts/	10
zot	0.1.122	https://zotregistry.dev/helm-charts/	10
connector	0.1.35	https://twingate.github.io/helm-charts	9
console	3.9.0	https://charts.redpanda.com	9
eck-operator-crds	3.5.0	https://helm.elastic.co	9
kube-starrocks	1.11.7	https://starrocks.github.io/starrocks-kubernetes-operator	9
ngrok-operator	0.24.0	https://charts.ngrok.com	9
open-feature-operator	0.9.3	https://open-feature.github.io/open-feature-operator	9
factorio-server-charts	2.5.2	https://sqljames.github.io/factorio-server-charts/	9
falcon-sensor	1.37.0	https://crowdstrike.github.io/falcon-helm	9
gotenberg	1.25.0	https://maikumori.github.io/helm-charts/	9
jellyfin	2.0.0	https://utkuozdemir.org/helm-charts	9
k8gb	1.0.0	https://www.k8gb.io	9
k8up	4.10.0	https://k8up-io.github.io/k8up	9
karma	2.13.1	https://wiremind.github.io/wiremind-helm-charts	9
linkerd-jaeger	30.12.11	https://helm.linkerd.io/stable	9
netbird	0.15.1	https://charts.jaconi.io	9
openclaw	1.5.40	https://serhanekicii.github.io/openclaw-helm	9
openldap	2.0.4	https://jp-gouin.github.io/helm-openldap/	9
openvpn-as	0.1.9	https://charts.stenic.io/	9
prometheus-cloudwatch-exporter	0.28.1	https://prometheus-community.github.io/helm-charts	9
pypiserver	0.1.9	https://community-charts.github.io/helm-charts	9
renovate-operator	6.2.0	https://helm.mogenius.com/public	9
yugabyte	2026.1.1	https://charts.yugabyte.com	9
autocert	1.20.7	https://smallstep.github.io/helm-charts/	9
aws-cloudwatch-metrics	0.0.11	https://aws.github.io/eks-charts	9
aws-ebs-csi-driver	2.65.1	https://kubernetes-sigs.github.io/aws-ebs-csi-driver/	9
dask	2024.1.1	https://helm.dask.org/	9
dgraph	25.0.0-preview6	https://charts.dgraph.io	9
gcloud-sqlproxy	0.25.6	https://charts.rimusz.net	9
localstack	0.7.0	https://helm.localstack.cloud	9
skywalking	8.1.0-alpha.1	https://openchart.choerodon.com.cn/choerodon/c7n	9
trivy	0.26.0	https://aquasecurity.github.io/helm-charts/	9
amd-gpu	0.22.0	https://rocm.github.io/k8s-device-plugin/	8
flagsmith	0.83.0	https://flagsmith.github.io/flagsmith-charts/	8
